Company,CompanyDID,CompanyDetailsURL,DID,OnetCode,ONetFriendlyTitle,DescriptionTeaser,Distance,EmploymentType,EducationRequired,ExperienceRequired,JobDetailsURL,JobServiceURL,Location,LocationLatitude,LocationLongitude,PostedTime,Pay,SimilarJobsURL,JobTitle,ApplyRequirement,Skills
<>Vision Quest Consultants</>,<>chr3gl70s46sm22ywx0</>,<>http://www.careerbuilder.com/jobs/company/chr3gl70s46sm22ywx0/vision-quest-consultants?sc_cmp1=13_JobRes_ComDet</>,<>JHQ5WM66KTYPNTDV0WF</>,<>17-2112.00</>,<>Industrial Engineers</>,<>. ___________________________________________________________________________________ Manufacturing Engineer - Mechanical Engineer - Industrial...</>,</>,<>Full-Time</>,<>Bachelor's Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHQ5WM66KTYPNTDV0WF</>,<>https://api.careerbuilder.com/v1/job?DID=JHQ5WM66KTYPNTDV0WF&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>TX - Houston</>,<>29.76045</>,<>-95.36978</>,<>7/11/2014 11:14:58 AM</>,<>$65k - $76k/year</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHQ5WM66KTYPNTDV0WF</>,"<>Manufacturing Engineer (Manufacturing, High-Growth)</>",<>CanBulkApply</>,"<>
        <Skill>Industrial engineering</Skill>
        <Skill>Computer-aided engineering</Skill>
        <Skill>Mechanical engineering</Skill>
        <Skill>Product design</Skill>
        <Skill>Process improvement</Skill>
      </>"
<>FPC of Naples</>,<>chv64q6640662rk71yq</>,<>http://www.careerbuilder.com/jobs/company/chv64q6640662rk71yq/fpc-of-naples?sc_cmp1=13_JobRes_ComDet</>,<>JHR5S95VWXRF05V0R24</>,<>17-2112.00</>,<>Industrial Engineers</>,</>,<>Full-Time</>,<>Associate Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHR5S95VWXRF05V0R24</>,<>https://api.careerbuilder.com/v1/job?DID=JHR5S95VWXRF05V0R24&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>IN - Central Indiana - North of Indianapolis - Direct Hire Quality</>,<>40.0313</>,<>-86.9257</>,<>7/3/2014 4:05:00 PM</>,<>$70k - $75k/year</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHR5S95VWXRF05V0R24</>,"<>QUALITY ENGINEER - QA, QC, AUTOMOTIVE</>",<>HasScreener</>,"<>
        <Skill>Quality assurance</Skill>
        <Skill>Failure analysis</Skill>
        <Skill>ISO/TS 16949</Skill>
        <Skill>Quality management</Skill>
        <Skill>ISO 9000</Skill>
        <Skill>ASQ</Skill>
        <Skill>Advanced Product Quality Planning</Skill>
        <Skill>Process improvement</Skill>
      </>"
<>FPC of Naples</>,<>chv64q6640662rk71yq</>,<>http://www.careerbuilder.com/jobs/company/chv64q6640662rk71yq/fpc-of-naples?sc_cmp1=13_JobRes_ComDet</>,<>JHL7806W2T9LXNW959Y</>,<>17-2112.00</>,<>Industrial Engineers</>,</>,<>Full-Time</>,<>Associate Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHL7806W2T9LXNW959Y</>,<>https://api.careerbuilder.com/v1/job?DID=JHL7806W2T9LXNW959Y&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>IN - Central Indiana - North of Indianapolis - Direct Hire Quality</>,<>39.7745</>,<>-86.1096</>,<>7/3/2014 3:58:04 PM</>,<>$70k - $75k/year</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHL7806W2T9LXNW959Y</>,"<>QUALITY ENGINEER - QA, QC, AUTOMOTIVE</>",<>CanBulkApply</>,"<>
        <Skill>Quality assurance</Skill>
        <Skill>Failure analysis</Skill>
        <Skill>ISO/TS 16949</Skill>
        <Skill>Quality management</Skill>
        <Skill>ISO 9000</Skill>
        <Skill>ASQ</Skill>
        <Skill>Advanced Product Quality Planning</Skill>
        <Skill>Process improvement</Skill>
      </>"
<>Fort Point</>,<>chl31561m15pv2pf9gz</>,<>http://www.careerbuilder.com/jobs/company/chl31561m15pv2pf9gz/fort-point?sc_cmp1=13_JobRes_ComDet</>,<>JHQ3VL6QRSZMCNJ7DLX</>,<>17-2111.01</>,<>Industrial Safety and Health Engineers</>,<>SENIOR PROCESS SAFETY AND RISK ENGINEER Are you considering a new career challenge? Take the ...  Required /Preferred Skills: BS or MS in Chemical...</>,</>,<>Full-Time</>,<>Bachelor's Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHQ3VL6QRSZMCNJ7DLX</>,<>https://api.careerbuilder.com/v1/job?DID=JHQ3VL6QRSZMCNJ7DLX&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>TX - Houston</>,<>29.76045</>,<>-95.36978</>,<>6/27/2014 8:44:01 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHQ3VL6QRSZMCNJ7DLX</>,<>Process Safety &amp; Risk Engineer</>,<>CanBulkApply</>,"<>
        <Skill>Hydraulics</Skill>
        <Skill>Fire safety</Skill>
        <Skill>Wildfire suppression</Skill>
        <Skill>Q code</Skill>
        <Skill>Risk assessment</Skill>
        <Skill>Process safety</Skill>
        <Skill>Gas detector</Skill>
        <Skill>Atmospheric dispersion modeling</Skill>
        <Skill>Hazard identification</Skill>
        <Skill>Project management</Skill>
        <Skill>Continuous improvement process</Skill>
        <Skill>Chemical engineering</Skill>
      </>"
"<>CommTech Services, Inc.</>",<>chn8g56nt08tbhxch35</>,<>http://www.careerbuilder.com/jobs/company/chn8g56nt08tbhxch35/commtech-services-inc?sc_cmp1=13_JobRes_ComDet</>,<>JHQ2M26G313F2BCS6D9</>,<>17-2141.00</>,<>Mechanical Engineers</>,<> incorporating reliability and redundancy in design. * The Mechanical Engineer applies diversified knowledge of ...   incorporating reliability and...</>,</>,<>Full-Time</>,<>Bachelor's Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHQ2M26G313F2BCS6D9</>,<>https://api.careerbuilder.com/v1/job?DID=JHQ2M26G313F2BCS6D9&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>NJ - Piscataway</>,<>40.499</>,<>-74.399</>,<>7/15/2014 11:14:42 AM</>,<>$105k/year</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHQ2M26G313F2BCS6D9</>,<>Sr Mechanical Engineer</>,<>CanBulkApply</>,"<>
        <Skill>Plumbing</Skill>
        <Skill>Computer-aided design</Skill>
        <Skill>Mechanical engineering</Skill>
        <Skill>HVAC</Skill>
      </>"
<>ESPO Engineering Corp</>,<>chn4kk70dj1n28z99p2</>,<>http://www.careerbuilder.com/jobs/company/chn4kk70dj1n28z99p2/espo-engineering-corp?sc_cmp1=13_JobRes_ComDet</>,<>JHR5XS6642KBP42SZFP</>,<>17-2071.00</>,<>Electrical Engineers</>,</>,<>Full-Time</>,<>Bachelor's Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHR5XS6642KBP42SZFP</>,<>https://api.careerbuilder.com/v1/job?DID=JHR5XS6642KBP42SZFP&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>IL - Gurnee</>,<>42.3764</>,<>-87.9424</>,<>7/9/2014 1:13:42 AM</>,<>$80k - $90k/year</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHR5XS6642KBP42SZFP</>,<>Electrical Engineer Slip Ring Product Design Engineer</>,<>CanBulkApply</>,"<>
        <Skill>Product lining</Skill>
        <Skill>Project plan</Skill>
        <Skill>Accelerated life testing</Skill>
        <Skill>Soldering</Skill>
        <Skill>Electronic circuit design</Skill>
        <Skill>Design for manufacturability</Skill>
        <Skill>Computer-aided design</Skill>
        <Skill>Trigonometry</Skill>
        <Skill>Serial Line Internet Protocol</Skill>
        <Skill>Wireless Nodes Database</Skill>
        <Skill>Electrical network</Skill>
        <Skill>Wind turbine</Skill>
        <Skill>METRIC</Skill>
        <Skill>Microsoft Word</Skill>
        <Skill>Dielectric</Skill>
        <Skill>Circuit design</Skill>
        <Skill>Data transmission</Skill>
        <Skill>Mathematics</Skill>
        <Skill>Product design</Skill>
      </>"
<>Rice Consultants LLC</>,</>,</>,<>JHQ5506DQFCNKYZS5JV</>,<>17-2051.01</>,<>Transportation Engineers</>,</>,<>Full-Time</>,<>Bachelor's Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHQ5506DQFCNKYZS5JV</>,<>https://api.careerbuilder.com/v1/job?DID=JHQ5506DQFCNKYZS5JV&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>OH - Columbus</>,<>39.9633</>,<>-83.0023</>,<>7/23/2014 8:47:43 PM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHQ5506DQFCNKYZS5JV</>,<>Traffic Engineer / PE / Transportation / Roadway / Civil</>,<>CanBulkApply</>,"<>
        <Skill>AASHTO</Skill>
        <Skill>VisSim</Skill>
      </>"
<>Rice Consultants LLC</>,</>,</>,<>JHP69L69NLF007RVDTN</>,<>17-2051.01</>,<>Transportation Engineers</>,</>,<>Full-Time</>,<>Bachelor's Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHP69L69NLF007RVDTN</>,<>https://api.careerbuilder.com/v1/job?DID=JHP69L69NLF007RVDTN&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>TX - Austin</>,<>30.2721</>,<>-97.7424</>,<>7/23/2014 8:46:07 PM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHP69L69NLF007RVDTN</>,<>Traffic Engineer / PE / Transportation / Roadway / Civil</>,<>HasScreener</>,"<>
        <Skill>AASHTO</Skill>
        <Skill>VisSim</Skill>
      </>"
<>Technical Staffing Resources</>,<>chm63m614nqdbxgqvj6</>,<>http://www.careerbuilder.com/jobs/company/chm63m614nqdbxgqvj6/technical-staffing-resources?sc_cmp1=13_JobRes_ComDet</>,<>JB75ZN6P7LF82XZ9Y4P</>,<>17-2112.00</>,<>Industrial Engineers</>,"<>Job is in Fayetteville, NC We have an immediate need for a Process Engineer to work at the ...  Degree in Engineering, Chemical Engineer preferred or...</>",</>,<>Full-Time</>,<>Bachelor's Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JB75ZN6P7LF82XZ9Y4P</>,<>https://api.careerbuilder.com/v1/job?DID=JB75ZN6P7LF82XZ9Y4P&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,"<>NC - Relocate to Fayetteville, NC</>",<>35.78551</>,<>-78.64267</>,<>7/23/2014 4:18:24 PM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JB75ZN6P7LF82XZ9Y4P</>,<>Process Engineer</>,<>HasAOReview</>,"<>
        <Skill>Mechanical engineering</Skill>
        <Skill>Chemical engineering</Skill>
      </>"
<>Proenergy Services LLC</>,<>chs1dr5vk776ky1yl8h</>,<>http://www.careerbuilder.com/jobs/company/chs1dr5vk776ky1yl8h/proenergy-services-llc?sc_cmp1=13_JobRes_ComDet</>,<>JHT10S72JH93CVP01CG</>,<>17-2071.00</>,<>Electrical Engineers</>,<> experienced Electrical Engineer that will assist the development and implementation of engineering studies and ...   practices for industrial...</>,</>,<>Full-Time</>,<>Bachelor's Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHT10S72JH93CVP01CG</>,<>https://api.careerbuilder.com/v1/job?DID=JHT10S72JH93CVP01CG&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>KS - Wichita</>,<>37.68698</>,<>-97.33558</>,<>7/17/2014 4:12:34 PM</>,<>$90k - $110k/year</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHT10S72JH93CVP01CG</>,<>Senior Staff Electrical Engineer</>,<>HasAOReview</>,"<>
        <Skill>Electric power distribution</Skill>
        <Skill>Electrical wiring</Skill>
        <Skill>Existential quantification</Skill>
        <Skill>Systems design</Skill>
        <Skill>Electrical network</Skill>
        <Skill>Project management</Skill>
        <Skill>National Electrical Code</Skill>
        <Skill>Engineering design process</Skill>
      </>"
